Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2015,Brisbane,Medically treated,17 to 24,Male,Pedestrian,9
2012,Brisbane,Medically treated,40 to 49,Male,Passenger,6
2015,Northern,Medically treated,60 to 74,Female,Passenger,12
2015,Brisbane,Medically treated,60 to 74,Male,Passenger,6
2013,South Eastern,Minor injury,50 to 59,Female,Driver,23
2016,Brisbane,Hospitalised,0 to 16,Male,Driver,3
2014,Central,Hospitalised,60 to 74,Female,Passenger,26
2014,Central,Medically treated,40 to 49,Male,Motorcyclist,19
2015,Northern,Minor injury,0 to 16,Male,Driver,1
2015,Central,Hospitalised,50 to 59,Female,Motorcyclist,8
2015,Southern,Hospitalised,17 to 24,Female,Motorcyclist,2
2014,Brisbane,Minor injury,25 to 29,Male,Driver,53
2016,Southern,Minor injury,0 to 16,Female,Pedestrian,1
2015,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,33
2015,Brisbane,Medically treated,50 to 59,Male,Other,1
2014,Brisbane,Medically treated,50 to 59,Male,Pedestrian,2
2015,Central,Hospitalised,0 to 16,Female,Driver,2
2014,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,16
2015,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
2015,Northern,Medically treated,25 to 29,Male,Passenger,6
2015,Brisbane,Minor injury,17 to 24,Male,Passenger,16
2013,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,7
2014,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,7
2014,Northern,Hospitalised,40 to 49,Female,Driver,41
2013,Northern,Medically treated,60 to 74,Male,Motorcyclist,4
2015,Northern,Fatality,30 to 39,Male,Passenger,1
2015,Northern,Fatality,0 to 16,Male,Pedestrian,1
2015,Southern,Fatality,17 to 24,Male,Motorcyclist,2
2015,South Eastern,Hospitalised,30 to 39,Female,Motorcyclist,3
2014,Brisbane,Hospitalised,75 and over,Male,Pedestrian,8
2014,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,11
2014,Central,Medically treated,50 to 59,Male,Motorcyclist,21
2014,South Eastern,Hospitalised,75 and over,Male,Driver,15
2014,Southern,Hospitalised,17 to 24,Female,Passenger,45
2014,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,30
2013,Northern,Medically treated,17 to 24,Female,Motorcyclist,1
2015,Brisbane,Minor injury,30 to 39,Female,Passenger,8
2014,Southern,Minor injury,17 to 24,Female,Driver,37
2015,Northern,Medically treated,25 to 29,Female,Motorcyclist,4
2013,Northern,Medically treated,17 to 24,Female,Pedestrian,2
2014,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,4
2014,Southern,Minor injury,75 and over,Male,Driver,7
2014,South Eastern,Hospitalised,25 to 29,Male,Passenger,8
2014,South Eastern,Hospitalised,40 to 49,Female,Pedestrian,2
2015,Central,Fatality,0 to 16,Female,Passenger,1
2015,Northern,Fatality,0 to 16,Male,Passenger,2
2014,Northern,Hospitalised,60 to 74,Female,Motorcyclist,2
2014,Brisbane,Minor injury,50 to 59,Female,Passenger,11
2014,Central,Hospitalised,17 to 24,Female,Pedestrian,4
2013,South Eastern,Medically treated,50 to 59,Female,Passenger,21
2015,Southern,Fatality,40 to 49,Male,Driver,5
2015,Southern,Fatality,75 and over,Male,Passenger,2
2015,Brisbane,Fatality,30 to 39,Female,Passenger,2
2013,Northern,Medically treated,0 to 16,Male,Pedestrian,10
2013,Northern,Medically treated,0 to 16,Female,Pedestrian,2
2013,Brisbane,Medically treated,50 to 59,Male,Passenger,8
2014,Northern,Minor injury,25 to 29,Female,Passenger,4
2016,Southern,Fatality,75 and over,Female,Driver,1
2016,Central,Fatality,60 to 74,Male,Passenger,1
2013,South Eastern,Medically treated,25 to 29,Unknown,Driver,1
2013,Brisbane,Minor injury,25 to 29,Female,Passenger,12
2014,South Eastern,Medically treated,50 to 59,Female,Passenger,19
2014,Brisbane,Minor injury,30 to 39,Male,Pedestrian,1
2014,Northern,Hospitalised,30 to 39,Female,Motorcyclist,9
2014,Brisbane,Hospitalised,40 to 49,Unknown,Motorcyclist,1
2015,Northern,Hospitalised,40 to 49,Female,Other,1
2014,Central,Medically treated,40 to 49,Female,Motorcyclist,8
2015,South Eastern,Medically treated,75 and over,Male,Pedestrian,1
2014,Central,Hospitalised,50 to 59,Male,Other,1
2015,Central,Hospitalised,40 to 49,Male,Pedestrian,5
2014,Northern,Hospitalised,40 to 49,Female,Motorcyclist,6
2012,Northern,Minor injury,25 to 29,Female,Pedestrian,1
2014,Central,Medically treated,Unknown,Female,Passenger,2
2013,Central,Medically treated,50 to 59,Female,Other,2
2013,Central,Minor injury,17 to 24,Male,Motorcyclist,3
2014,South Eastern,Minor injury,75 and over,Female,Driver,2
2014,Brisbane,Minor injury,60 to 74,Male,Passenger,3
2013,Brisbane,Minor injury,17 to 24,Female,Pedestrian,2
2013,South Eastern,Medically treated,0 to 16,Male,Pedestrian,8
2015,South Eastern,Minor injury,0 to 16,Male,Motorcyclist,2
2014,Brisbane,Medically treated,25 to 29,Unknown,Passenger,2
2014,Brisbane,Medically treated,40 to 49,Male,Pedestrian,8
2015,Central,Fatality,17 to 24,Female,Passenger,2
2015,Northern,Fatality,40 to 49,Male,Driver,1
2012,Southern,Minor injury,Unknown,Male,Passenger,2
2013,Central,Medically treated,17 to 24,Female,Pedestrian,3
2014,Central,Hospitalised,25 to 29,Male,Pedestrian,2
2014,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,7
2014,Brisbane,Hospitalised,75 and over,Female,Pedestrian,6
2014,Central,Minor injury,25 to 29,Female,Passenger,7
2014,South Eastern,Hospitalised,40 to 49,Female,Motorcyclist,6
2014,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,7
2014,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,8
2014,South Eastern,Medically treated,30 to 39,Female,Motorcyclist,5
2014,Northern,Minor injury,75 and over,Male,Motorcyclist,1
2014,Northern,Medically treated,40 to 49,Male,Passenger,3
2014,Central,Hospitalised,75 and over,Male,Other,2
2013,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,3
2014,Brisbane,Hospitalised,60 to 74,Male,Passenger,6
2013,Southern,Medically treated,75 and over,Female,Passenger,4
2013,Brisbane,Medically treated,30 to 39,Male,Other,1
2015,Brisbane,Hospitalised,Unknown,Male,Passenger,1
2015,Northern,Minor injury,60 to 74,Female,Driver,4
2015,Brisbane,Medically treated,75 and over,Female,Pedestrian,5
2014,Northern,Hospitalised,25 to 29,Male,Pedestrian,3
2014,Northern,Minor injury,30 to 39,Male,Passenger,3
2014,Northern,Medically treated,50 to 59,Male,Pedestrian,2
2012,Central,Minor injury,40 to 49,Male,Passenger,4
2014,Northern,Hospitalised,75 and over,Female,Pedestrian,1
2014,Northern,Hospitalised,17 to 24,Female,Motorcyclist,3
2012,Central,Medically treated,50 to 59,Female,Pedestrian,3
2014,Northern,Hospitalised,75 and over,Male,Pedestrian,1
2012,South Eastern,Medically treated,25 to 29,Male,Motorcyclist,10
2017,Central,Minor injury,25 to 29,Male,Motorcyclist,3
2017,Northern,Medically treated,17 to 24,Male,Driver,35
2017,Central,Minor injury,0 to 16,Male,Passenger,11
2017,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,52
2017,Central,Medically treated,30 to 39,Female,Driver,69
2017,Northern,Hospitalised,30 to 39,Male,Passenger,9
2017,Southern,Minor injury,17 to 24,Female,Passenger,17
2017,Brisbane,Medically treated,25 to 29,Female,Passenger,38
2017,Central,Minor injury,60 to 74,Male,Driver,19
2017,Southern,Minor injury,30 to 39,Male,Bicyclist,2
2017,Brisbane,Fatality,17 to 24,Male,Driver,2
2017,South Eastern,Medically treated,25 to 29,Female,Driver,55
2017,Brisbane,Hospitalised,50 to 59,Female,Driver,62
2017,Central,Hospitalised,25 to 29,Male,Driver,51
2017,Southern,Minor injury,60 to 74,Male,Driver,20
2017,Central,Fatality,30 to 39,Female,Driver,1
2017,Brisbane,Fatality,30 to 39,Male,Motorcyclist,3
2017,Southern,Minor injury,50 to 59,Male,Driver,18
2017,South Eastern,Minor injury,30 to 39,Male,Driver,41
2017,Central,Minor injury,50 to 59,Male,Motorcyclist,5
2017,Northern,Minor injury,50 to 59,Female,Passenger,4
2017,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,29
2017,Northern,Hospitalised,25 to 29,Female,Driver,22
2017,Central,Medically treated,50 to 59,Male,Driver,41
2016,Southern,Hospitalised,30 to 39,Male,Passenger,7
2017,Brisbane,Minor injury,60 to 74,Male,Driver,25
2017,Central,Hospitalised,40 to 49,Female,Driver,53
2017,Brisbane,Minor injury,30 to 39,Male,Driver,85
2017,Northern,Fatality,25 to 29,Male,Driver,1
2017,Brisbane,Hospitalised,25 to 29,Female,Driver,43
2017,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,9
2017,Southern,Medically treated,17 to 24,Male,Passenger,22
2017,South Eastern,Medically treated,40 to 49,Female,Bicyclist,4
2017,South Eastern,Minor injury,25 to 29,Female,Driver,26
2017,Central,Hospitalised,Unknown,Female,Passenger,2
2017,Central,Minor injury,50 to 59,Male,Driver,21
2017,Central,Hospitalised,50 to 59,Male,Bicyclist,8
2017,Southern,Hospitalised,0 to 16,Female,Bicyclist,4
2017,Northern,Medically treated,50 to 59,Male,Driver,25
2017,South Eastern,Hospitalised,75 and over,Male,Pedestrian,2
2016,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,14
2017,Northern,Medically treated,60 to 74,Male,Passenger,5
2017,Central,Hospitalised,60 to 74,Female,Driver,58
2015,Central,Minor injury,0 to 16,Female,Passenger,14
2017,Northern,Medically treated,0 to 16,Male,Pedestrian,4
2016,South Eastern,Minor injury,40 to 49,Female,Passenger,11
2017,Southern,Hospitalised,17 to 24,Female,Passenger,40
2017,South Eastern,Minor injury,50 to 59,Female,Driver,22
2017,South Eastern,Fatality,50 to 59,Female,Passenger,2
2017,Brisbane,Minor injury,50 to 59,Male,Driver,51
2017,South Eastern,Medically treated,40 to 49,Male,Motorcyclist,15
2017,Southern,Hospitalised,75 and over,Female,Driver,15
2017,Central,Medically treated,17 to 24,Male,Passenger,20
2017,Northern,Hospitalised,30 to 39,Male,Driver,39
2017,Southern,Fatality,17 to 24,Female,Driver,1
2017,Brisbane,Fatality,17 to 24,Male,Motorcyclist,2
2017,Northern,Minor injury,50 to 59,Female,Driver,14
2017,Brisbane,Hospitalised,0 to 16,Male,Passenger,21
2017,Central,Hospitalised,30 to 39,Female,Bicyclist,1
2017,Central,Medically treated,17 to 24,Female,Passenger,33
2013,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,3
2017,Northern,Fatality,17 to 24,Male,Driver,2
2017,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,14
2017,South Eastern,Hospitalised,0 to 16,Male,Pedestrian,17
2017,Northern,Minor injury,50 to 59,Male,Driver,10
2017,South Eastern,Minor injury,50 to 59,Male,Motorcyclist,4
2017,Northern,Hospitalised,17 to 24,Male,Motorcyclist,11
2017,Northern,Hospitalised,30 to 39,Female,Motorcyclist,2
2017,Central,Minor injury,40 to 49,Male,Passenger,3
2017,Brisbane,Minor injury,17 to 24,Male,Passenger,15
2017,Northern,Medically treated,40 to 49,Female,Driver,36
2017,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,2
2017,Brisbane,Minor injury,60 to 74,Female,Passenger,12
2017,Central,Minor injury,25 to 29,Female,Driver,18
2017,Central,Hospitalised,0 to 16,Male,Bicyclist,11
2017,South Eastern,Minor injury,60 to 74,Female,Driver,14
2017,South Eastern,Hospitalised,75 and over,Female,Driver,10
2017,Northern,Fatality,17 to 24,Female,Pedestrian,1
2017,Northern,Medically treated,60 to 74,Female,Motorcyclist,2
2016,South Eastern,Hospitalised,Unknown,Male,Pedestrian,2
2017,Southern,Medically treated,30 to 39,Male,Motorcyclist,5
2017,South Eastern,Medically treated,30 to 39,Male,Passenger,8
2016,Northern,Minor injury,0 to 16,Male,Passenger,8
2017,Northern,Hospitalised,50 to 59,Female,Bicyclist,5
2016,Northern,Medically treated,75 and over,Male,Driver,7
2017,Brisbane,Minor injury,25 to 29,Male,Bicyclist,5
2017,Central,Minor injury,60 to 74,Male,Bicyclist,3
2017,Central,Minor injury,30 to 39,Female,Driver,36
2017,Central,Minor injury,30 to 39,Female,Passenger,8
2017,Brisbane,Medically treated,75 and over,Female,Passenger,6
2017,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,4
2017,Brisbane,Minor injury,30 to 39,Female,Passenger,13
2017,South Eastern,Minor injury,0 to 16,Female,Passenger,10
2017,South Eastern,Medically treated,40 to 49,Male,Passenger,9
2017,Northern,Minor injury,75 and over,Male,Other,1
2017,Central,Fatality,30 to 39,Female,Passenger,1
2017,Brisbane,Medically treated,40 to 49,Female,Bicyclist,8
2014,Central,Minor injury,30 to 39,Male,Passenger,6
2017,South Eastern,Fatality,50 to 59,Male,Pedestrian,1
2017,South Eastern,Minor injury,25 to 29,Male,Bicyclist,3
2017,Northern,Fatality,30 to 39,Male,Motorcyclist,3
2017,Central,Medically treated,0 to 16,Male,Pedestrian,2
2017,Southern,Minor injury,30 to 39,Male,Motorcyclist,2
2017,Central,Hospitalised,60 to 74,Male,Passenger,5
2017,Central,Medically treated,Unknown,Male,Passenger,3
2017,Southern,Medically treated,60 to 74,Male,Pedestrian,2
2017,South Eastern,Minor injury,40 to 49,Male,Pedestrian,1
2017,Southern,Medically treated,40 to 49,Female,Passenger,16
2017,South Eastern,Fatality,60 to 74,Male,Driver,2
2016,Northern,Medically treated,75 and over,Female,Passenger,2
2017,Central,Medically treated,30 to 39,Female,Pedestrian,2
2017,Brisbane,Medically treated,50 to 59,Female,Bicyclist,1
2016,Central,Medically treated,40 to 49,Male,Bicyclist,5
2017,Brisbane,Medically treated,0 to 16,Male,Bicyclist,3
2015,South Eastern,Hospitalised,75 and over,Male,Passenger,4
2017,Southern,Hospitalised,60 to 74,Female,Pedestrian,1
2013,Brisbane,Minor injury,40 to 49,Male,Passenger,6
2017,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,2
2017,Southern,Medically treated,25 to 29,Female,Pedestrian,1
2017,Southern,Minor injury,25 to 29,Female,Passenger,5
2017,South Eastern,Hospitalised,17 to 24,Female,Pedestrian,4
2017,Central,Medically treated,50 to 59,Female,Bicyclist,3
2015,South Eastern,Minor injury,0 to 16,Male,Bicyclist,2
2016,Brisbane,Medically treated,60 to 74,Male,Passenger,5
2016,South Eastern,Hospitalised,25 to 29,Male,Pedestrian,1
2016,South Eastern,Hospitalised,25 to 29,Female,Bicyclist,3
2016,Southern,Hospitalised,40 to 49,Male,Pedestrian,4
2016,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,4
2016,Brisbane,Medically treated,Unknown,Male,Bicyclist,1
2016,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,3
2016,Brisbane,Minor injury,50 to 59,Male,Pedestrian,2
2016,Southern,Minor injury,0 to 16,Male,Bicyclist,5
2016,Brisbane,Minor injury,60 to 74,Male,Other,1
2016,Southern,Hospitalised,0 to 16,Female,Driver,1
2017,South Eastern,Medically treated,0 to 16,Male,Motorcyclist,3
2016,Southern,Minor injury,25 to 29,Male,Pedestrian,1
2015,Southern,Hospitalised,Unknown,Unknown,Pedestrian,1
2011,Central,Hospitalised,Unknown,Unknown,Driver,1
2001,Southern,Hospitalised,75 and over,Male,Passenger,3
2001,Northern,Hospitalised,30 to 39,Female,Pedestrian,5
2001,Unknown,Medically treated,25 to 29,Female,Driver,2
2001,Brisbane,Minor injury,75 and over,Female,Driver,6
2001,Northern,Fatality,17 to 24,Male,Motorcyclist,1
2001,Brisbane,Medically treated,75 and over,Female,Pedestrian,5
2001,South Eastern,Fatality,25 to 29,Male,Pedestrian,1
2001,Unknown,Minor injury,0 to 16,Female,Passenger,1
2001,Brisbane,Fatality,60 to 74,Male,Driver,1
2001,Unknown,Hospitalised,25 to 29,Male,Passenger,2
2001,Northern,Hospitalised,Unknown,Male,Driver,1
2001,Brisbane,Hospitalised,0 to 16,Female,Driver,1
2002,South Eastern,Minor injury,0 to 16,Male,Driver,2
2002,Central,Medically treated,Unknown,Male,Pedestrian,1
2002,Northern,Medically treated,30 to 39,Female,Pedestrian,1
2002,Northern,Hospitalised,75 and over,Female,Driver,4
2002,Brisbane,Minor injury,30 to 39,Female,Pedestrian,3
2003,Central,Hospitalised,Unknown,Male,Driver,2
2003,Southern,Hospitalised,50 to 59,Female,Pedestrian,2
2003,South Eastern,Minor injury,40 to 49,Male,Bicyclist,3
2004,South Eastern,Hospitalised,Unknown,Female,Passenger,3
2004,Northern,Hospitalised,0 to 16,Female,Bicyclist,3
2004,South Eastern,Fatality,30 to 39,Female,Driver,1
2004,Northern,Minor injury,50 to 59,Male,Passenger,3
2004,Brisbane,Medically treated,30 to 39,Female,Pedestrian,5
2006,Central,Medically treated,25 to 29,Female,Passenger,18
2004,Southern,Fatality,30 to 39,Male,Passenger,2
2004,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,6
2005,South Eastern,Minor injury,40 to 49,Female,Pedestrian,1
2005,Northern,Medically treated,17 to 24,Male,Pedestrian,1
2005,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,7
2008,Central,Medically treated,60 to 74,Female,Motorcyclist,4
2008,Central,Fatality,30 to 39,Male,Pedestrian,2
2006,Central,Minor injury,17 to 24,Male,Bicyclist,7
2007,Unknown,Minor injury,25 to 29,Male,Bicyclist,1
2006,Northern,Fatality,30 to 39,Male,Driver,4
2007,South Eastern,Minor injury,75 and over,Female,Driver,3
2006,Central,Minor injury,30 to 39,Female,Passenger,9
2006,Southern,Minor injury,75 and over,Male,Motorcyclist,1
2006,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,3
2008,Northern,Fatality,17 to 24,Male,Passenger,2
2007,Northern,Minor injury,Unknown,Male,Pedestrian,1
2006,South Eastern,Hospitalised,17 to 24,Female,Pedestrian,4
2006,Southern,Hospitalised,40 to 49,Male,Bicyclist,5
2006,Northern,Minor injury,25 to 29,Male,Bicyclist,3
2011,Northern,Minor injury,25 to 29,Male,Motorcyclist,2
2010,Northern,Hospitalised,Unknown,Male,Passenger,1
2010,Northern,Fatality,0 to 16,Female,Passenger,2
2007,Southern,Minor injury,0 to 16,Female,Pedestrian,2
2008,Southern,Minor injury,50 to 59,Female,Passenger,8
2008,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,11
2008,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,3
2010,Central,Medically treated,75 and over,Female,Passenger,9
2010,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
2011,Southern,Medically treated,17 to 24,Female,Motorcyclist,1
2009,Southern,Fatality,30 to 39,Female,Passenger,1
2009,South Eastern,Minor injury,50 to 59,Male,Motorcyclist,7
2008,South Eastern,Minor injury,60 to 74,Male,Passenger,3
2012,Southern,Fatality,40 to 49,Male,Driver,5
2012,Brisbane,Minor injury,40 to 49,Male,Bicyclist,8
2011,South Eastern,Minor injury,60 to 74,Female,Passenger,5
2012,Central,Fatality,17 to 24,Male,Bicyclist,1
2012,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,3
2011,Central,Fatality,40 to 49,Male,Motorcyclist,3
2011,Central,Medically treated,60 to 74,Male,Pedestrian,4
2011,Central,Minor injury,50 to 59,Female,Motorcyclist,2
2013,Northern,Hospitalised,30 to 39,Male,Bicyclist,6
2013,Southern,Fatality,60 to 74,Male,Bicyclist,2
2014,Southern,Fatality,25 to 29,Male,Driver,1
2013,Southern,Fatality,0 to 16,Male,Passenger,1
2013,Northern,Hospitalised,30 to 39,Female,Passenger,2
2015,Southern,Medically treated,0 to 16,Male,Pedestrian,4
2015,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
2014,South Eastern,Minor injury,40 to 49,Male,Bicyclist,3
2013,Central,Medically treated,50 to 59,Female,Bicyclist,6
2016,South Eastern,Fatality,50 to 59,Male,Bicyclist,1
2013,Northern,Medically treated,40 to 49,Male,Bicyclist,4
2015,South Eastern,Medically treated,0 to 16,Female,Bicyclist,1
2013,Brisbane,Minor injury,Unknown,Female,Passenger,4
2016,Central,Minor injury,0 to 16,Female,Driver,1
2016,Northern,Hospitalised,Unknown,Female,Driver,1
2015,Northern,Fatality,25 to 29,Female,Passenger,2
2014,Southern,Medically treated,50 to 59,Male,Passenger,3
2015,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
2014,Northern,Minor injury,75 and over,Female,Driver,2
2012,Central,Medically treated,0 to 16,Male,Driver,4
2015,Southern,Medically treated,60 to 74,Male,Passenger,7
2014,Southern,Minor injury,0 to 16,Male,Driver,1
2015,Brisbane,Medically treated,60 to 74,Male,Pedestrian,5
2013,Central,Medically treated,30 to 39,Female,Motorcyclist,4
2015,South Eastern,Hospitalised,50 to 59,Male,Other,1
2017,Southern,Fatality,60 to 74,Female,Motorcyclist,1
2017,Central,Medically treated,60 to 74,Male,Pedestrian,2
2017,Northern,Medically treated,50 to 59,Male,Bicyclist,3
2017,Central,Fatality,60 to 74,Male,Pedestrian,2
2017,Brisbane,Minor injury,50 to 59,Female,Passenger,9
2017,Southern,Medically treated,50 to 59,Female,Motorcyclist,4
2015,Southern,Hospitalised,30 to 39,Male,Pedestrian,7
2017,Southern,Minor injury,0 to 16,Male,Driver,1
2017,Northern,Hospitalised,25 to 29,Female,Other,1
2009,Central,Minor injury,Unknown,Male,Pedestrian,3
2001,Central,Hospitalised,Unknown,Male,Driver,1
2001,Central,Minor injury,Unknown,Male,Motorcyclist,1
2001,Northern,Hospitalised,Unknown,Male,Passenger,1
2008,Brisbane,Minor injury,Unknown,Male,Driver,2
2003,Northern,Minor injury,Unknown,Male,Passenger,4
2010,Northern,Minor injury,Unknown,Male,Passenger,1
2009,Brisbane,Medically treated,Unknown,Male,Passenger,12
2011,Brisbane,Medically treated,Unknown,Male,Pedestrian,1
2008,Central,Medically treated,Unknown,Male,Passenger,5
2003,Northern,Minor injury,Unknown,Male,Motorcyclist,3
2002,Brisbane,Medically treated,Unknown,Male,Motorcyclist,2
2008,Brisbane,Minor injury,Unknown,Male,Pedestrian,3
2010,Brisbane,Medically treated,Unknown,Male,Pedestrian,1
2005,South Eastern,Medically treated,Unknown,Male,Pedestrian,1
2010,Central,Minor injury,Unknown,Male,Pedestrian,1
2009,South Eastern,Minor injury,Unknown,Male,Driver,1
2002,Brisbane,Minor injury,Unknown,Male,Pedestrian,4
2003,Southern,Minor injury,Unknown,Male,Bicyclist,2
2009,Central,Minor injury,Unknown,Male,Motorcyclist,1
2007,Southern,Minor injury,Unknown,Male,Motorcyclist,1
2002,South Eastern,Minor injury,Unknown,Male,Pedestrian,3
2002,South Eastern,Hospitalised,Unknown,Male,Passenger,2
2002,South Eastern,Minor injury,Unknown,Male,Motorcyclist,1
2005,Southern,Medically treated,Unknown,Male,Passenger,2
2005,Northern,Minor injury,Unknown,Male,Passenger,1
2002,South Eastern,Minor injury,Unknown,Male,Other,1
2011,South Eastern,Minor injury,Unknown,Male,Motorcyclist,1
2001,Southern,Medically treated,40 to 49,Male,Pedestrian,2
2001,Northern,Minor injury,40 to 49,Male,Passenger,5
2001,Southern,Medically treated,60 to 74,Male,Pedestrian,1
2001,South Eastern,Medically treated,60 to 74,Male,Motorcyclist,3
2001,Northern,Minor injury,40 to 49,Male,Motorcyclist,2
2001,Southern,Hospitalised,17 to 24,Female,Pedestrian,3
2001,Southern,Hospitalised,50 to 59,Female,Motorcyclist,2
2002,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
2012,Northern,Hospitalised,50 to 59,Male,Passenger,3
2002,Brisbane,Fatality,60 to 74,Male,Driver,1
2002,Northern,Minor injury,17 to 24,Male,Bicyclist,2
2002,Northern,Fatality,30 to 39,Male,Driver,6
2003,Southern,Fatality,60 to 74,Male,Pedestrian,1
2003,Central,Hospitalised,17 to 24,Female,Pedestrian,3
2003,Northern,Medically treated,25 to 29,Male,Bicyclist,5
2003,Unknown,Hospitalised,17 to 24,Female,Passenger,1
2004,Southern,Medically treated,75 and over,Female,Bicyclist,1
2005,Northern,Fatality,17 to 24,Female,Pedestrian,1
2005,South Eastern,Minor injury,30 to 39,Female,Pedestrian,3
2007,Central,Fatality,60 to 74,Female,Passenger,2
2007,Northern,Minor injury,0 to 16,Male,Pedestrian,2
2006,Brisbane,Minor injury,40 to 49,Male,Pedestrian,5
2006,South Eastern,Minor injury,0 to 16,Female,Motorcyclist,1
2006,Northern,Fatality,50 to 59,Male,Motorcyclist,1
2007,Northern,Hospitalised,0 to 16,Male,Pedestrian,7
2007,Northern,Hospitalised,40 to 49,Female,Motorcyclist,2
2006,Southern,Hospitalised,17 to 24,Male,Bicyclist,4
2007,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
2006,South Eastern,Hospitalised,25 to 29,Female,Passenger,6
2010,Northern,Hospitalised,75 and over,Male,Pedestrian,2
2008,Southern,Fatality,75 and over,Male,Driver,1
2008,Southern,Medically treated,40 to 49,Male,Motorcyclist,9
2008,Central,Medically treated,30 to 39,Female,Motorcyclist,2
2008,Northern,Hospitalised,0 to 16,Female,Driver,1
2009,Southern,Hospitalised,75 and over,Female,Pedestrian,4
2010,South Eastern,Fatality,30 to 39,Male,Driver,1
2009,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,3
2009,South Eastern,Minor injury,17 to 24,Male,Pedestrian,2
2008,Northern,Medically treated,60 to 74,Male,Motorcyclist,3
2009,Northern,Fatality,17 to 24,Male,Motorcyclist,2
2009,Southern,Minor injury,25 to 29,Male,Pedestrian,1
2009,South Eastern,Medically treated,40 to 49,Female,Motorcyclist,2
2008,Central,Hospitalised,0 to 16,Female,Driver,3
2009,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
2009,Central,Fatality,40 to 49,Female,Driver,3
2012,Northern,Hospitalised,0 to 16,Female,Driver,2
2011,Brisbane,Fatality,0 to 16,Female,Pedestrian,1
2012,South Eastern,Fatality,60 to 74,Male,Pedestrian,1
2012,South Eastern,Fatality,40 to 49,Female,Driver,1
2010,South Eastern,Medically treated,60 to 74,Male,Pedestrian,2
2011,Southern,Minor injury,25 to 29,Female,Bicyclist,1
2011,Northern,Fatality,60 to 74,Female,Passenger,1
2010,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,8
2011,South Eastern,Hospitalised,0 to 16,Female,Driver,1
2011,Brisbane,Medically treated,60 to 74,Female,Pedestrian,1
2011,Southern,Minor injury,60 to 74,Male,Passenger,1
2011,South Eastern,Medically treated,50 to 59,Female,Pedestrian,2
2012,South Eastern,Minor injury,40 to 49,Male,Passenger,6
2013,Northern,Hospitalised,75 and over,Female,Pedestrian,3
2013,Brisbane,Fatality,17 to 24,Male,Driver,3
2011,South Eastern,Minor injury,40 to 49,Female,Pedestrian,1
2013,Unknown,Minor injury,30 to 39,Male,Driver,2
2013,Northern,Minor injury,0 to 16,Female,Driver,1
2013,Central,Minor injury,17 to 24,Female,Bicyclist,1
2012,Northern,Medically treated,25 to 29,Female,Bicyclist,1
2015,South Eastern,Minor injury,17 to 24,Male,Bicyclist,1
2016,Central,Fatality,60 to 74,Male,Driver,3
2015,Northern,Hospitalised,0 to 16,Female,Bicyclist,3
2016,Southern,Medically treated,40 to 49,Female,Pedestrian,1
2016,Northern,Minor injury,25 to 29,Female,Passenger,6
2015,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,3
2016,Brisbane,Medically treated,17 to 24,Unknown,Bicyclist,1
2014,Central,Minor injury,25 to 29,Female,Bicyclist,1
2014,Brisbane,Medically treated,50 to 59,Female,Bicyclist,3
2016,Northern,Fatality,17 to 24,Male,Driver,3
